證期會代碼,公司簡稱,分類代碼,分類名稱
069845,康和KL,0999,認購權證
069846,康和KM,0999,認購權證
069847,FW富邦,0999,認購權證
069848,FX富邦,0999,認購權證
069849,FY富邦,0999,認購權證
069850,FZ富邦,0999,認購權證
069851,GA富邦,0999,認購權證
069852,統一8V,0999,認購權證
069853,統一8W,0999,認購權證
069854,統一8X,0999,認購權證
069855,統一8Y,0999,認購權證
069856,統一8Z,0999,認購權證
069857,2G群益,0999,認購權證
069858,2H群益,0999,認購權證
069859,2I群益,0999,認購權證
069860,2J群益,0999,認購權證
069861,永豐GR,0999,認購權證
069862,永豐GU,0999,認購權證
069863,N1元富,0999,認購權證
069864,N2元富,0999,認購權證
069865,N3元富,0999,認購權證
069866,BW凱基,0999,認購權證
069867,BY凱基,0999,認購權證
069868,BZ凱基,0999,認購權證
069869,CA凱基,0999,認購權證
069870,CB凱基,0999,認購權證
069871,CC凱基,0999,認購權證
069872,CD凱基,0999,認購權證
069873,CF凱基,0999,認購權證
069874,EC兆豐,0999,認購權證
069875,ED兆豐,0999,認購權證
069876,EE兆豐,0999,認購權證
069877,EF兆豐,0999,認購權證
069878,EG兆豐,0999,認購權證
069879,EH兆豐,0999,認購權證
069880,EJ兆豐,0999,認購權證
069881,EK兆豐,0999,認購權證
069882,EL兆豐,0999,認購權證
069883,EN兆豐,0999,認購權證
069884,EP兆豐,0999,認購權證
069885,EQ兆豐,0999,認購權證
069886,ER兆豐,0999,認購權證
069887,ES兆豐,0999,認購權證
069888,ET兆豐,0999,認購權證
069889,日盛KD,0999,認購權證
069890,日盛KE,0999,認購權證
069891,國票NM,0999,認購權證
069892,GH富邦,0999,認購權證
069893,GJ富邦,0999,認購權證
069894,GK富邦,0999,認購權證
069895,GL富邦,0999,認購權證
069896,GM富邦,0999,認購權證
069897,GN富邦,0999,認購權證
069898,GP富邦,0999,認購權證
069899,GQ富邦,0999,認購權證
069900,GR富邦,0999,認購權證
069901,GS富邦,0999,認購權證
069902,元大MT,0999,認購權證
069903,元大MU,0999,認購權證
069904,元大MV,0999,認購權證
069905,元大MW,0999,認購權證
069906,元大MX,0999,認購權證
069907,元大MY,0999,認購權證
069908,統一9C,0999,認購權證
069909,統一9D,0999,認購權證
069910,統一9E,0999,認購權證
069911,統一9F,0999,認購權證
069912,K9中信,0999,認購權證
069913,L1中信,0999,認購權證
069914,L2中信,0999,認購權證
069915,L3中信,0999,認購權證
069916,L4中信,0999,認購權證
069917,L5中信,0999,認購權證
069918,CG凱基,0999,認購權證
069919,CJ凱基,0999,認購權證
069920,工銀82,0999,認購權證
069921,工銀83,0999,認購權證
069922,工銀84,0999,認購權證
069923,工銀85,0999,認購權證
069924,工銀86,0999,認購權證
069925,日盛KF,0999,認購權證
069926,日盛KG,0999,認購權證
069927,日盛KH,0999,認購權證
069928,日盛KJ,0999,認購權證
069929,GU富邦,0999,認購權證
069930,GV富邦,0999,認購權證
069931,GW富邦,0999,認購權證
069932,GX富邦,0999,認購權證
069933,永豐GV,0999,認購權證
069934,永豐GW,0999,認購權證
069935,永豐GX,0999,認購權證
069936,永豐GY,0999,認購權證
069937,永豐GZ,0999,認購權證
069938,永豐HG,0999,認購權證
069939,永豐HH,0999,認購權證
069940,玉山30,0999,認購權證
069941,玉山31,0999,認購權證
069942,玉山32,0999,認購權證
069943,玉山33,0999,認購權證
069944,玉山34,0999,認購權證
069945,國泰LS,0999,認購權證
069946,元大NE,0999,認購權證
069947,元大NF,0999,認購權證
069948,元大NG,0999,認購權證
069949,元大NH,0999,認購權證
069950,元大NI,0999,認購權證
069951,元大NJ,0999,認購權證
069952,元大NK,0999,認購權證
069953,元大NL,0999,認購權證
069954,元大NM,0999,認購權證
069955,N6元富,0999,認購權證
069956,N7元富,0999,認購權證
069957,N8元富,0999,認購權證
069958,日盛KM,0999,認購權證
069959,日盛KN,0999,認購權證
069960,日盛KP,0999,認購權證
069961,BX亞東,0999,認購權證
069962,GZ富邦,0999,認購權證
069963,HA富邦,0999,認購權證
069964,HB富邦,0999,認購權證
069965,HC富邦,0999,認購權證
069966,2M群益,0999,認購權證
069967,2N群益,0999,認購權證
069968,2P群益,0999,認購權證
069969,2Q群益,0999,認購權證
069970,2R群益,0999,認購權證
069971,2S群益,0999,認購權證
069972,2T群益,0999,認購權證
069973,2U群益,0999,認購權證
069974,2V群益,0999,認購權證
069975,2W群益,0999,認購權證
069976,2X群益,0999,認購權證
069977,永豐HI,0999,認購權證
069978,永豐HJ,0999,認購權證
069979,永豐HK,0999,認購權證
069980,永豐HL,0999,認購權證
069981,永豐HM,0999,認購權證
069982,永豐HP,0999,認購權證
069983,永豐HQ,0999,認購權證
069984,元大NU,0999,認購權證
069985,元大NV,0999,認購權證
069986,元大NW,0999,認購權證
069987,元大NX,0999,認購權證
069988,元大NY,0999,認購權證
069989,元大NZ,0999,認購權證
069990,元大XA,0999,認購權證
069991,元大XB,0999,認購權證
069992,元大XC,0999,認購權證
069993,國泰LU,0999,認購權證
069994,L6中信,0999,認購權證
069995,L7中信,0999,認購權證
069996,L8中信,0999,認購權證
069997,L9中信,0999,認購權證
069998,康和KN,0999,認購權證
069999,康和KP,0999,認購權證
070000,康和KQ,0999,認購權證
070001,康和KS,0999,認購權證
070002,統一9H,0999,認購權證
070003,統一9J,0999,認購權證
070004,統一9K,0999,認購權證
070005,統一9L,0999,認購權證
070006,AC元富,0999,認購權證
070007,AD元富,0999,認購權證
070008,AE元富,0999,認購權證
070009,EU兆豐,0999,認購權證
070010,EV兆豐,0999,認購權證
070011,EW兆豐,0999,認購權證
070012,EY兆豐,0999,認購權證
070013,EZ兆豐,0999,認購權證
070014,工銀87,0999,認購權證
070015,工銀90,0999,認購權證
070016,CN凱基,0999,認購權證
070017,CP凱基,0999,認購權證
070018,CQ凱基,0999,認購權證
070019,CR凱基,0999,認購權證
070020,CS凱基,0999,認購權證
070021,CT凱基,0999,認購權證
070022,CU凱基,0999,認購權證
070023,CV凱基,0999,認購權證
070024,CY凱基,0999,認購權證
070025,CZ凱基,0999,認購權證
070026,DA凱基,0999,認購權證
070027,DB凱基,0999,認購權證
070028,M4中信,0999,認購權證
070029,工銀91,0999,認購權證
070030,DD凱基,0999,認購權證
070031,DE凱基,0999,認購權證
070032,DF凱基,0999,認購權證
070033,永豐HR,0999,認購權證
070034,永豐HS,0999,認購權證
070035,永豐HT,0999,認購權證
070036,2Z群益,0999,認購權證
070037,3A群益,0999,認購權證
070038,3B群益,0999,認購權證
070039,3C群益,0999,認購權證
070040,3D群益,0999,認購權證
070041,3E群益,0999,認購權證
070042,3F群益,0999,認購權證
070043,玉山35,0999,認購權證
070044,玉山36,0999,認購權證
070045,國泰LW,0999,認購權證
070046,元大XF,0999,認購權證
070047,元大XG,0999,認購權證
070048,元大XH,0999,認購權證
070049,大眾E7,0999,認購權證
070050,大眾E8,0999,認購權證
070051,日盛KQ,0999,認購權證
070052,BY亞東,0999,認購權證
070053,BZ亞東,0999,認購權證
070054,CA亞東,0999,認購權證
070055,CB亞東,0999,認購權證
070056,HD富邦,0999,認購權證
070057,HE富邦,0999,認購權證
070058,HF富邦,0999,認購權證
070059,HG富邦,0999,認購權證
070060,HH富邦,0999,認購權證
070061,國票NP,0999,認購權證
070062,統一9M,0999,認購權證
070063,統一9N,0999,認購權證
070064,統一9P,0999,認購權證
070065,統一9Q,0999,認購權證
070066,統一9R,0999,認購權證
070067,AK元富,0999,認購權證
070068,AL元富,0999,認購權證
070069,AM元富,0999,認購權證
070070,AN元富,0999,認購權證
070071,AP元富,0999,認購權證
070072,AQ元富,0999,認購權證
070073,AR元富,0999,認購權證
070074,AS元富,0999,認購權證
070075,永昌KB,0999,認購權證
070076,永昌KC,0999,認購權證
070077,永昌KD,0999,認購權證
070078,永昌KE,0999,認購權證
070079,永昌KF,0999,認購權證
070080,永昌KG,0999,認購權證
070081,永昌KH,0999,認購權證
070082,日盛KT,0999,認購權證
070083,日盛KU,0999,認購權證
070084,日盛KV,0999,認購權證
070085,CE亞東,0999,認購權證
070086,CF亞東,0999,認購權證
070087,CG亞東,0999,認購權證
070088,HL富邦,0999,認購權證
070089,HM富邦,0999,認購權證
070090,HN富邦,0999,認購權證
070091,HP富邦,0999,認購權證
070092,DJ凱基,0999,認購權證
070093,DK凱基,0999,認購權證
070094,DL凱基,0999,認購權證
070095,DM凱基,0999,認購權證
070096,第一8Y,0999,認購權證
070097,第一8Z,0999,認購權證
070098,第一9A,0999,認購權證
070099,國票NS,0999,認購權證
070100,國票NT,0999,認購權證
070101,國票NU,0999,認購權證
070102,康和KT,0999,認購權證
070103,康和KU,0999,認購權證
070104,康和KV,0999,認購權證
070105,統一9S,0999,認購權證
070106,統一9T,0999,認購權證
070107,統一9U,0999,認購權證
070108,AX元富,0999,認購權證
070109,AY元富,0999,認購權證
070110,AZ元富,0999,認購權證
070111,BA元富,0999,認購權證
070112,BB元富,0999,認購權證
070113,永豐HX,0999,認購權證
070114,3G群益,0999,認購權證
070115,3H群益,0999,認購權證
070116,3I群益,0999,認購權證
070117,3J群益,0999,認購權證
070118,3K群益,0999,認購權證
070119,臺銀56,0999,認購權證
070120,臺銀57,0999,認購權證
070121,臺銀58,0999,認購權證
070122,元大XL,0999,認購權證
070123,元大XM,0999,認購權證
070124,國泰LX,0999,認購權證
070125,國泰LY,0999,認購權證
070126,元大XP,0999,認購權證
070127,元大XQ,0999,認購權證
070128,元大XR,0999,認購權證
070129,元大XS,0999,認購權證
070130,第一9B,0999,認購權證
070131,第一9C,0999,認購權證
070132,第一9D,0999,認購權證
070133,M5中信,0999,認購權證
070134,M6中信,0999,認購權證
070135,M7中信,0999,認購權證
070136,M8中信,0999,認購權證
070137,M9中信,0999,認購權證
070138,N1中信,0999,認購權證
070139,N2中信,0999,認購權證
070140,N3中信,0999,認購權證
070141,永豐HY,0999,認購權證
070142,永豐HZ,0999,認購權證
070143,永豐IA,0999,認購權證
070144,永豐IB,0999,認購權證
070145,永豐IC,0999,認購權證
070146,永豐ID,0999,認購權證
070147,臺銀59,0999,認購權證
070148,臺銀60,0999,認購權證
070149,日盛KZ,0999,認購權證
070150,日盛LA,0999,認購權證
070151,日盛LB,0999,認購權證
070152,日盛LC,0999,認購權證
070153,CK亞東,0999,認購權證
070154,CL亞東,0999,認購權證
070155,HR富邦,0999,認購權證
070156,FA兆豐,0999,認購權證
070157,FB兆豐,0999,認購權證
070158,FC兆豐,0999,認購權證
070159,FD兆豐,0999,認購權證
070160,FF兆豐,0999,認購權證
070161,FG兆豐,0999,認購權證
070162,FH兆豐,0999,認購權證
070163,FJ兆豐,0999,認購權證
070164,FK兆豐,0999,認購權證
070165,FL兆豐,0999,認購權證
070166,FM兆豐,0999,認購權證
070167,FN兆豐,0999,認購權證
070168,FP兆豐,0999,認購權證
070169,FT兆豐,0999,認購權證
070170,FU兆豐,0999,認購權證
070171,FV兆豐,0999,認購權證
070172,FW兆豐,0999,認購權證
070173,DP凱基,0999,認購權證
070174,DQ凱基,0999,認購權證
070175,統一9V,0999,認購權證
070176,統一9W,0999,認購權證
070177,BD元富,0999,認購權證
070178,BE元富,0999,認購權證
070179,BF元富,0999,認購權證
070180,BG元富,0999,認購權證
070181,大眾E9,0999,認購權證
070182,3N群益,0999,認購權證
070183,3P群益,0999,認購權證
070184,3Q群益,0999,認購權證
070185,永豐IE,0999,認購權證
070186,永豐IF,0999,認購權證
070187,永豐II,0999,認購權證
070188,元大XV,0999,認購權證
070189,元大XW,0999,認購權證
070190,元大XX,0999,認購權證
070191,國泰LZ,0999,認購權證
070192,國泰MA,0999,認購權證
070193,日盛LD,0999,認購權證
070194,日盛LE,0999,認購權證
070195,HT富邦,0999,認購權證
070196,HU富邦,0999,認購權證
070197,DS凱基,0999,認購權證
070198,DT凱基,0999,認購權證
070199,DU凱基,0999,認購權證
070200,DV凱基,0999,認購權證
070201,DW凱基,0999,認購權證
070202,DX凱基,0999,認購權證
070203,第一9E,0999,認購權證
070204,第一9F,0999,認購權證
070205,第一9G,0999,認購權證
070206,N5中信,0999,認購權證
070207,N6中信,0999,認購權證
070208,N7中信,0999,認購權證
070209,N8中信,0999,認購權證
070210,康和KX,0999,認購權證
070211,統一9X,0999,認購權證
070212,統一9Y,0999,認購權證
070213,統一9Z,0999,認購權證
070214,BL元富,0999,認購權證
070215,BM元富,0999,認購權證
070216,元大YA,0999,認購權證
070217,元大YB,0999,認購權證
070218,第一9J,0999,認購權證
070219,N9中信,0999,認購權證
070220,AA中信,0999,認購權證
070221,永豐IJ,0999,認購權證
070222,永豐IK,0999,認購權證
070223,永豐IM,0999,認購權證
070224,永豐IN,0999,認購權證
070225,永豐IP,0999,認購權證
070226,EA凱基,0999,認購權證
070227,EB凱基,0999,認購權證
070228,3S群益,0999,認購權證
070229,3T群益,0999,認購權證
070230,3U群益,0999,認購權證
070231,3V群益,0999,認購權證
070232,3Y群益,0999,認購權證
070233,日盛LF,0999,認購權證
070234,日盛LG,0999,認購權證
070235,日盛LH,0999,認購權證
070236,日盛LJ,0999,認購權證
070237,CM亞東,0999,認購權證
070238,CN亞東,0999,認購權證
070239,HW富邦,0999,認購權證
070240,FZ兆豐,0999,認購權證
070241,GA兆豐,0999,認購權證
070242,GB兆豐,0999,認購權證
070243,GF兆豐,0999,認購權證
070244,GG兆豐,0999,認購權證
070245,GH兆豐,0999,認購權證
070246,GJ兆豐,0999,認購權證
070247,統一01,0999,認購權證
070248,統一02,0999,認購權證
070249,BN元富,0999,認購權證
070250,BP元富,0999,認購權證
070251,BQ元富,0999,認購權證
070252,BR元富,0999,認購權證
070253,永昌KJ,0999,認購權證
070254,永昌KK,0999,認購權證
070255,永昌KL,0999,認購權證
070256,永昌KM,0999,認購權證
070257,永昌KN,0999,認購權證
070258,永昌KP,0999,認購權證
070259,永昌KQ,0999,認購權證
070260,永昌KR,0999,認購權證
070261,永昌KS,0999,認購權證
070262,永昌KT,0999,認購權證
070263,永豐IQ,0999,認購權證
070264,永豐IR,0999,認購權證
070265,永豐IS,0999,認購權證
070266,元大YE,0999,認購權證
070267,元大YF,0999,認購權證
070268,AB中信,0999,認購權證
070269,國泰MC,0999,認購權證
070270,國泰MD,0999,認購權證
070271,國泰ME,0999,認購權證
070272,日盛LL,0999,認購權證
070273,日盛LM,0999,認購權證
070274,日盛LN,0999,認購權證
070275,日盛LP,0999,認購權證
070276,日盛LQ,0999,認購權證
070277,HX富邦,0999,認購權證
070278,HY富邦,0999,認購權證
070279,HZ富邦,0999,認購權證
070280,EC凱基,0999,認購權證
070281,ED凱基,0999,認購權證
070282,EE凱基,0999,認購權證
070283,EF凱基,0999,認購權證
070284,EG凱基,0999,認購權證
070285,康和KY,0999,認購權證
070286,康和KZ,0999,認購權證
070287,康和LA,0999,認購權證
070288,統一06,0999,認購權證
070289,統一07,0999,認購權證
070290,統一08,0999,認購權證
070291,統一09,0999,認購權證
070292,統一10,0999,認購權證
070293,統一11,0999,認購權證
070294,BV元富,0999,認購權證
070295,BW元富,0999,認購權證
070296,永豐IU,0999,認購權證
070297,玉山37,0999,認購權證
070298,玉山38,0999,認購權證
070299,AC中信,0999,認購權證
070300,AD中信,0999,認購權證
070301,AE中信,0999,認購權證
070302,AF中信,0999,認購權證
070303,EK凱基,0999,認購權證
070304,EL凱基,0999,認購權證
070305,日盛LR,0999,認購權證
070306,日盛LS,0999,認購權證
070307,日盛LT,0999,認購權證
070308,日盛LU,0999,認購權證
070309,日盛LV,0999,認購權證
070310,CP亞東,0999,認購權證
070311,JA富邦,0999,認購權證
070312,JB富邦,0999,認購權證
070313,JC富邦,0999,認購權證
070314,JD富邦,0999,認購權證
070315,JE富邦,0999,認購權證
070316,JF富邦,0999,認購權證
070317,元大YH,0999,認購權證
070318,元大YI,0999,認購權證
070319,元大YJ,0999,認購權證
070320,國泰MG,0999,認購權證
070321,國泰MH,0999,認購權證
070322,國票NX,0999,認購權證
070323,國票NY,0999,認購權證
070324,國票NZ,0999,認購權證
070325,統一12,0999,認購權證
070326,統一13,0999,認購權證
070327,統一14,0999,認購權證
070328,統一15,0999,認購權證
070329,BZ元富,0999,認購權證
070330,CA元富,0999,認購權證
070331,CB元富,0999,認購權證
070332,CC元富,0999,認購權證
070333,CD元富,0999,認購權證
070334,CE元富,0999,認購權證
070335,永豐IV,0999,認購權證
070336,4B群益,0999,認購權證
070337,4C群益,0999,認購權證
070338,EM凱基,0999,認購權證
070339,EN凱基,0999,認購權證
070340,EP凱基,0999,認購權證
070341,ES凱基,0999,認購權證
070342,ET凱基,0999,認購權證
070343,EU凱基,0999,認購權證
070344,GM兆豐,0999,認購權證
070345,GN兆豐,0999,認購權證
070346,GP兆豐,0999,認購權證
070347,GQ兆豐,0999,認購權證
070348,GS兆豐,0999,認購權證
070349,GT兆豐,0999,認購權證
070350,GU兆豐,0999,認購權證
070351,AH中信,0999,認購權證
070352,AJ中信,0999,認購權證
070353,元大YL,0999,認購權證
070354,國票01,0999,認購權證
070355,國票02,0999,認購權證
070356,國票03,0999,認購權證
070357,康和LB,0999,認購權證
070358,康和LC,0999,認購權證
070359,康和LD,0999,認購權證
070360,康和LG,0999,認購權證
070361,康和LH,0999,認購權證
070362,統一17,0999,認購權證
070363,統一18,0999,認購權證
070364,統一19,0999,認購權證
070365,CH元富,0999,認購權證
070366,CJ元富,0999,認購權證
070367,日盛LY,0999,認購權證
070368,日盛LZ,0999,認購權證
070369,日盛MA,0999,認購權證
070370,JH富邦,0999,認購權證
070371,AM中信,0999,認購權證
070372,AN中信,0999,認購權證
070373,EX凱基,0999,認購權證
070374,EZ凱基,0999,認購權證
070375,永豐IX,0999,認購權證
070376,元大YN,0999,認購權證
070377,元大YP,0999,認購權證
070378,元大YQ,0999,認購權證
070379,元大YR,0999,認購權證
070380,元大YS,0999,認購權證
070381,國泰MJ,0999,認購權證
070382,日盛MC,0999,認購權證
070383,日盛MD,0999,認購權證
070384,CQ亞東,0999,認購權證
070385,CR亞東,0999,認購權證
070386,JK富邦,0999,認購權證
070387,JL富邦,0999,認購權證
070388,JM富邦,0999,認購權證
070389,JN富邦,0999,認購權證
070390,JP富邦,0999,認購權證
070391,JQ富邦,0999,認購權證
070392,JR富邦,0999,認購權證
070393,JS富邦,0999,認購權證
070394,統一21,0999,認購權證
070395,統一22,0999,認購權證
070396,統一23,0999,認購權證
070397,CL元富,0999,認購權證
070398,CM元富,0999,認購權證
070399,CN元富,0999,認購權證
070400,CP元富,0999,認購權證
070401,CQ元富,0999,認購權證
070402,CR元富,0999,認購權證
070403,CS元富,0999,認購權證
070404,CT元富,0999,認購權證
070405,CU元富,0999,認購權證
070406,第一9H,0999,認購權證
070407,第一9K,0999,認購權證
070408,4E群益,0999,認購權證
070409,4J群益,0999,認購權證
070410,4K群益,0999,認購權證
070411,4L群益,0999,認購權證
070412,FC凱基,0999,認購權證
070413,FD凱基,0999,認購權證
070414,FE凱基,0999,認購權證
070415,FF凱基,0999,認購權證
070416,永豐IY,0999,認購權證
070417,永豐JA,0999,認購權證
070418,永豐JB,0999,認購權證
070419,玉山39,0999,認購權證
070420,玉山40,0999,認購權證
070421,日盛MF,0999,認購權證
070422,日盛MG,0999,認購權證
070423,JU富邦,0999,認購權證
070424,JV富邦,0999,認購權證
070425,JW富邦,0999,認購權證
070426,元大YY,0999,認購權證
070427,元大YZ,0999,認購權證
070428,元大ZA,0999,認購權證
070429,元大ZB,0999,認購權證
070430,元大ZC,0999,認購權證
070431,國票04,0999,認購權證
070432,國票05,0999,認購權證
070433,國票06,0999,認購權證
070434,國票08,0999,認購權證
070435,國票09,0999,認購權證
070436,國票10,0999,認購權證
070437,康和LI,0999,認購權證
070438,康和LJ,0999,認購權證
070439,康和LK,0999,認購權證
070440,統一24,0999,認購權證
070441,統一25,0999,認購權證
070442,統一26,0999,認購權證
070443,統一27,0999,認購權證
070444,統一28,0999,認購權證
070445,CX元富,0999,認購權證
070446,CY元富,0999,認購權證
070447,CZ元富,0999,認購權證
070448,第一9L,0999,認購權證
070449,第一9M,0999,認購權證
070450,第一9N,0999,認購權證
070451,第一9P,0999,認購權證
070452,永豐JC,0999,認購權證
070453,永豐JD,0999,認購權證
070454,永豐JE,0999,認購權證
070455,永豐JF,0999,認購權證
070456,玉山41,0999,認購權證
070457,FH凱基,0999,認購權證
070458,FJ凱基,0999,認購權證
070459,FK凱基,0999,認購權證
070460,FL凱基,0999,認購權證
070461,FM凱基,0999,認購權證
070462,FN凱基,0999,認購權證
070463,元大ZD,0999,認購權證
070464,元大ZE,0999,認購權證
070465,國泰ML,0999,認購權證
070466,統一30,0999,認購權證
070467,統一31,0999,認購權證
070468,統一32,0999,認購權證
070469,統一33,0999,認購權證
070470,DB元富,0999,認購權證
070471,日盛ML,0999,認購權證
070472,日盛MM,0999,認購權證
070473,日盛MN,0999,認購權證
070474,CT亞東,0999,認購權證
070475,JX富邦,0999,認購權證
070476,JY富邦,0999,認購權證
070477,AR中信,0999,認購權證
070478,AS中信,0999,認購權證
070479,AT中信,0999,認購權證
070480,FR凱基,0999,認購權證
070481,FS凱基,0999,認購權證
070482,工銀92,0999,認購權證
070483,工銀93,0999,認購權證
070484,4N群益,0999,認購權證
070485,4P群益,0999,認購權證
070486,4Q群益,0999,認購權證
070487,永豐JG,0999,認購權證
070488,永豐JH,0999,認購權證
070489,永豐JI,0999,認購權證
070490,永豐JJ,0999,認購權證
070491,永豐JK,0999,認購權證
070492,永豐JL,0999,認購權證
070493,永豐JM,0999,認購權證
070494,永豐JN,0999,認購權證
070495,永豐JP,0999,認購權證
070496,元大ZF,0999,認購權證
070497,元大ZG,0999,認購權證
070498,國泰MM,0999,認購權證
070499,日盛MQ,0999,認購權證
070500,日盛MR,0999,認購權證
070501,日盛MS,0999,認購權證
070502,日盛MT,0999,認購權證
070503,日盛MU,0999,認購權證
070504,CU亞東,0999,認購權證
070505,CV亞東,0999,認購權證
070506,CW亞東,0999,認購權證
070507,JZ富邦,0999,認購權證
070508,KA富邦,0999,認購權證
070509,KB富邦,0999,認購權證
070510,KC富邦,0999,認購權證
070511,KD富邦,0999,認購權證
070512,KE富邦,0999,認購權證
070513,KF富邦,0999,認購權證
070514,KG富邦,0999,認購權證
070515,KH富邦,0999,認購權證
070516,國票11,0999,認購權證
070517,康和LN,0999,認購權證
070518,康和LP,0999,認購權證
070519,康和LQ,0999,認購權證
070520,康和LR,0999,認購權證
070521,DE元富,0999,認購權證
070522,DF元富,0999,認購權證
070523,DG元富,0999,認購權證
070524,DH元富,0999,認購權證
070525,統一34,0999,認購權證
070526,統一35,0999,認購權證
070527,統一36,0999,認購權證
070528,統一37,0999,認購權證
070529,統一38,0999,認購權證
070530,KK富邦,0999,認購權證
070531,KL富邦,0999,認購權證
070532,KM富邦,0999,認購權證
070533,KN富邦,0999,認購權證
070534,KP富邦,0999,認購權證
070535,KQ富邦,0999,認購權證
070536,KR富邦,0999,認購權證
070537,KS富邦,0999,認購權證
070538,FT凱基,0999,認購權證
070539,FU凱基,0999,認購權證
070540,FW凱基,0999,認購權證
070541,FX凱基,0999,認購權證
070542,FY凱基,0999,認購權證
070543,GW兆豐,0999,認購權證
070544,GX兆豐,0999,認購權證
070545,HA兆豐,0999,認購權證
070546,HB兆豐,0999,認購權證
070547,HD兆豐,0999,認購權證
070548,HG兆豐,0999,認購權證
070549,HH兆豐,0999,認購權證
070550,HJ兆豐,0999,認購權證
070551,HK兆豐,0999,認購權證
070552,HL兆豐,0999,認購權證
070553,HM兆豐,0999,認購權證
070554,HQ兆豐,0999,認購權證
070555,HR兆豐,0999,認購權證
070556,HS兆豐,0999,認購權證
070557,HT兆豐,0999,認購權證
070558,HU兆豐,0999,認購權證
070559,HV兆豐,0999,認購權證
070560,HW兆豐,0999,認購權證
070561,HX兆豐,0999,認購權證
070562,HY兆豐,0999,認購權證
070563,HZ兆豐,0999,認購權證
070564,永豐JQ,0999,認購權證
070565,永豐JR,0999,認購權證
070566,永豐JS,0999,認購權證
070567,永豐JT,0999,認購權證
070568,元大ZJ,0999,認購權證
070569,元大ZK,0999,認購權證
070570,元大ZL,0999,認購權證
070571,AU中信,0999,認購權證
070572,AV中信,0999,認購權證
070573,AW中信,0999,認購權證
070574,第一9Q,0999,認購權證
070575,第一9R,0999,認購權證
070576,統一41,0999,認購權證
070577,統一42,0999,認購權證
070578,統一43,0999,認購權證
070579,統一44,0999,認購權證
070580,DJ元富,0999,認購權證
070581,DK元富,0999,認購權證
070582,DL元富,0999,認購權證
070583,DM元富,0999,認購權證
070584,DN元富,0999,認購權證
070585,CX亞東,0999,認購權證
070586,CY亞東,0999,認購權證
070587,CZ亞東,0999,認購權證
070588,DA亞東,0999,認購權證
070589,日盛MW,0999,認購權證
070590,日盛MX,0999,認購權證
070591,日盛MY,0999,認購權證
070592,日盛MZ,0999,認購權證
070593,第一9S,0999,認購權證
070594,AX中信,0999,認購權證
070595,AY中信,0999,認購權證
070596,GA凱基,0999,認購權證
070597,GB凱基,0999,認購權證
070598,GD凱基,0999,認購權證
070599,永豐JU,0999,認購權證
070600,永豐JV,0999,認購權證
070601,臺銀61,0999,認購權證
070602,臺銀62,0999,認購權證
070603,臺銀63,0999,認購權證
070604,4R群益,0999,認購權證
070605,JD兆豐,0999,認購權證
070606,JE兆豐,0999,認購權證
070607,JF兆豐,0999,認購權證
070608,JG兆豐,0999,認購權證
070609,JH兆豐,0999,認購權證
070610,JJ兆豐,0999,認購權證
070611,JK兆豐,0999,認購權證
070612,JL兆豐,0999,認購權證
070613,JQ兆豐,0999,認購權證
070614,JR兆豐,0999,認購權證
070615,JS兆豐,0999,認購權證
070616,JT兆豐,0999,認購權證
070617,康和LS,0999,認購權證
070618,康和LT,0999,認購權證
070619,康和LU,0999,認購權證
070620,DQ元富,0999,認購權證
070621,DR元富,0999,認購權證
070622,DS元富,0999,認購權證
070623,DT元富,0999,認購權證
070624,DU元富,0999,認購權證
070625,統一45,0999,認購權證
070626,統一46,0999,認購權證
070627,日盛ND,0999,認購權證
070628,日盛NE,0999,認購權證
070629,日盛NF,0999,認購權證
070630,日盛NG,0999,認購權證
070631,日盛NH,0999,認購權證
070632,日盛NJ,0999,認購權證
070633,DC亞東,0999,認購權證
070634,KV富邦,0999,認購權證
070635,KW富邦,0999,認購權證
070636,國泰MP,0999,認購權證
070637,國泰MQ,0999,認購權證
070638,國泰MR,0999,認購權證
070639,元大ZM,0999,認購權證
070640,元大ZN,0999,認購權證
070641,元大ZP,0999,認購權證
070642,永昌KU,0999,認購權證
070643,永昌KV,0999,認購權證
070644,永昌KW,0999,認購權證
070645,永昌KX,0999,認購權證
070646,永昌KY,0999,認購權證
070647,永昌KZ,0999,認購權證
070648,永昌LA,0999,認購權證
070649,永昌LB,0999,認購權證
070650,永昌LC,0999,認購權證
070651,永昌LD,0999,認購權證
070652,永昌LE,0999,認購權證
070653,第一9T,0999,認購權證
070654,AZ中信,0999,認購權證
070655,GE凱基,0999,認購權證
070656,GF凱基,0999,認購權證
070657,GG凱基,0999,認購權證
070658,GH凱基,0999,認購權證
070659,工銀95,0999,認購權證
070660,永豐JW,0999,認購權證
070661,永豐JX,0999,認購權證
070662,永豐JY,0999,認購權證
070663,永豐JZ,0999,認購權證
070664,4T群益,0999,認購權證
070665,4U群益,0999,認購權證
070666,4V群益,0999,認購權證
070667,4W群益,0999,認購權證
070668,4X群益,0999,認購權證
070669,4Y群益,0999,認購權證
070670,4Z群益,0999,認購權證
070671,玉山42,0999,認購權證
070672,統一48,0999,認購權證
070673,統一49,0999,認購權證
070674,統一50,0999,認購權證
070675,統一51,0999,認購權證
070676,統一52,0999,認購權證
070677,EA元富,0999,認購權證
070678,EB元富,0999,認購權證
070679,EC元富,0999,認購權證
070680,ED元富,0999,認購權證
070681,日盛NN,0999,認購權證
